"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"AMMI4","","Ammi L.","ammi","Apiaceae"
"AMMOS","","Ammoselinum Torr. & A. Gray","sandparsley","Apiaceae"
"AMVI2","","Ammi visnaga (L.) Lam.","toothpickweed","Apiaceae"
"AMVI2","VIDA4","Visnaga daucoides Gaertn.","","Apiaceae"
"ANAR3","","Angelica arguta Nutt.","Lyall's angelica","Apiaceae"
"ANAR3","ANLY2","Angelica lyallii S. Watson","","Apiaceae"
"ANBR5","","Angelica breweri A. Gray","Brewer's angelica","Apiaceae"
"ANBR5","ANARB","Angelica arguta Nutt. var. breweri (A. Gray) Di Tomaso","","Apiaceae"
"ANCA13","","Angelica callii Mathias & Constance","Call's angelica","Apiaceae"
"ANCA14","","Anthriscus caucalis M. Bieb.","bur chervil","Apiaceae"
"ANCA14","ANNES","Anthriscus neglecta Boiss. & Reut. var. scandix (Scop.) Hyl.","","Apiaceae"
"ANCA14","ANSC8","Anthriscus scandicina Mansf., nom. illeg.","","Apiaceae"
"ANCA32","","Angelica californica Jeps.","California angelica","Apiaceae"
"ANCA32","ANTOC","Angelica tomentosa S. Watson var. californica (Jeps.) Jeps.","","Apiaceae"
"ANETH","","Anethum L.","dill","Apiaceae"
"ANGE2","","Angelica genuflexa Nutt.","kneeling angelica","Apiaceae"
"ANGEL","","Angelica L.","angelica","Apiaceae"
"ANGR2","","Anethum graveolens L.","dill","Apiaceae"
"ANHE","","Angelica hendersonii J.M. Coult. & Rose","Henderson's angelica","Apiaceae"
"ANHE","ANTOH","Angelica tomentosa S. Watson var. hendersonii (J.M. Coult. & Rose) Di Tomaso","","Apiaceae"
"ANKI","","Angelica kingii (S. Watson) J.M. Coult. & Rose","King's angelica","Apiaceae"
"ANLI2","","Angelica lineariloba A. Gray","poison angelica","Apiaceae"
"ANLI2","ANLIC","Angelica lineariloba A. Gray var. culbertsonii Jeps.","","Apiaceae"
"ANLU","","Angelica lucida L.","seacoast angelica","Apiaceae"
"ANLU","COAC5","Coelopleurum actaeifolium (Michx.) J.M. Coult. & Rose","","Apiaceae"
"ANLU","COGM2","Coelopleurum gmelinii (DC.) Ledeb.","","Apiaceae"
"ANLU","COLU2","Coelopleurum lucidum (L.) Fernald","","Apiaceae"
"ANLU","COLUG","Coelopleurum lucidum (L.) Fernald ssp. gmelinii (DC.) Á. Löve & D. Löve","","Apiaceae"
"ANTHR","","Anthriscus Pers.","chervil","Apiaceae"
"ANTO","","Angelica tomentosa S. Watson","woolly angelica","Apiaceae"
"APAN","","Apiastrum angustifolium Nutt.","mock parsley","Apiaceae"
"APGR2","","Apium graveolens L.","wild celery","Apiaceae"
"APGRD","","Apium graveolens L. var. dulce (Mill.) DC.","wild celery","Apiaceae"
"APGRD","APDU2","Apium dulce Mill.","","Apiaceae"
"APGRD","CEGR11","Celeri graveolens (L.) Britton p.p.","","Apiaceae"
"APIAS","","Apiastrum Nutt. ex Torr. & A. Gray","apiastrum","Apiaceae"
"APIUM","","Apium L.","celery","Apiaceae"
"APNO","","Apium nodiflorum (L.) Lag.","European marshwort","Apiaceae"
"APNO","CYNO4","Cyclospermum nodiflorum (L.) W.D.J. Koch","","Apiaceae"
"APNO","HENO3","Helosciadium nodiflorum (L.) Koch","","Apiaceae"
"BEER","","Berula erecta (Huds.) Coville","cutleaf waterparsnip","Apiaceae"
"BEER","BEERI2","Berula erecta (Huds.) Coville var. incisa (Torr.) Cronquist","","Apiaceae"
"BEER","BEIN3","Berula incisa (Torr.) G.N. Jones","","Apiaceae"
"BEER","BEPU6","Berula pusilla Fernald","","Apiaceae"
"BEER","SIER2","Siella erecta (Huds.) M. Pimen.","","Apiaceae"
"BERUL","","Berula Besser ex W.D.J. Koch","waterparsnip","Apiaceae"
"BOIN3","","Bowlesia incana Ruiz & Pav.","hoary bowlesia","Apiaceae"
"BOIN3","BOSE2","Bowlesia septentrionalis J.M. Coult. & Rose","","Apiaceae"
"BOWLE","","Bowlesia Ruiz & Pav.","bowlesia","Apiaceae"
"BULA3","","Bupleurum lancifolium Hornem.","lanceleaf thorow wax","Apiaceae"
"BULA3","BUPR2","Bupleurum protractum Hoffm. & Link","","Apiaceae"
"BULA3","BUSU","Bupleurum subovatum Link ex Spreng.","","Apiaceae"
"BUPLE","","Bupleurum L.","bupleurum","Apiaceae"
"CICUT","","Cicuta L.","water hemlock","Apiaceae"
"CIDO","","Cicuta douglasii (DC.) J.M. Coult. & Rose","western water hemlock","Apiaceae"
"CIDO","CIMAC","Cicuta maculata L. var. californica (A. Gray) B. Boivin","","Apiaceae"
"CIMA2","","Cicuta maculata L.","spotted water hemlock","Apiaceae"
"CIMAA","","Cicuta maculata L. var. angustifolia Hook.","spotted water hemlock","Apiaceae"
"CIMAA","CIOC3","Cicuta occidentalis Greene","","Apiaceae"
"CIMAB","","Cicuta maculata L. var. bolanderi (S. Watson) G. Mulligan","spotted water hemlock","Apiaceae"
"CIMAB","CIBO","Cicuta bolanderi S. Watson","","Apiaceae"
"CIMAM","","Cicuta maculata L. var. maculata","spotted water hemlock","Apiaceae"
"CIMAM","CICU","Cicuta curtissii J.M. Coult. & Rose","","Apiaceae"
"CIMAM","CIMAC2","Cicuta maculata L. var. curtissii (J.M. Coult. & Rose) Fernald","","Apiaceae"
"CIMAM","CIME2","Cicuta mexicana J.M. Coult. & Rose","","Apiaceae"
"COGM","","Conioselinum gmelinii (Cham. & Schltdl.) Steud.","Pacific hemlockparsley","Apiaceae"
"COGM","COCHP","Conioselinum chinense (L.) Britton, Sterns & Poggenb. var. pacificum (S. Watson) B. Boivin","","Apiaceae"
"COGM","COPA22","Conioselinum pacificum (S. Watson) J.M. Coult. & Rose","","Apiaceae"
"COMA2","","Conium maculatum L.","poison hemlock","Apiaceae"
"CONIO","","Conioselinum Hoffm.","hemlockparsley","Apiaceae"
"CONIU","","Conium L.","poison hemlock","Apiaceae"
"CORIA","","Coriandrum L.","coriander","Apiaceae"
"COSA","","Coriandrum sativum L.","coriander","Apiaceae"
"CYAB","","Cymopterus aboriginum M.E. Jones","Indian springparsley","Apiaceae"
"CYCI2","","Cymopterus cinerarius A. Gray","gray springparsley","Apiaceae"
"CYCLO4","","Cyclospermum Lag.","marsh parsley","Apiaceae"
"CYDE","","Cymopterus deserticola Brandegee","desert springparsley","Apiaceae"
"CYGI","","Cymopterus gilmanii Morton","Gilman's springparsley","Apiaceae"
"CYGL2","","Cymopterus globosus (S. Watson) S. Watson","globe springparsley","Apiaceae"
"CYLE7","","Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P. Wilson","marsh parsley","Apiaceae"
"CYLE7","APLE2","Apium leptophyllum (Pers.) F. Muell. ex Benth.","","Apiaceae"
"CYLE7","APTE","Apium tenuifolium (Moench) Thell. ex Hegi","","Apiaceae"
"CYLE7","CYAM5","Cyclospermum ammi Lag., non Sison ammi L.","","Apiaceae"
"CYMOP2","","Cymopterus Raf.","springparsley","Apiaceae"
"CYMU2","","Cymopterus multinervatus (J.M. Coult. & Rose) Tidestr.","purplenerve springparsley","Apiaceae"
"CYPA","","Cymopterus panamintensis J.M. Coult. & Rose","Panamint springparsley","Apiaceae"
"CYPAA","","Cymopterus panamintensis J.M. Coult. & Rose var. acutifolius (J.M. Coult. & Rose) Munz","Panamint springparsley","Apiaceae"
"CYPAP","","Cymopterus panamintensis J.M. Coult. & Rose var. panamintensis","Panamint springparsley","Apiaceae"
"CYPAP","EPPA6","Epallageiton panamintense (J.M. Coult. & Rose) Koso-Pol.","","Apiaceae"
"CYPU","","Cymopterus purpurascens (A. Gray) M.E. Jones","widewing springparsley","Apiaceae"
"CYRI2","","Cymopterus ripleyi Barneby","Ripley's springparsley","Apiaceae"
"CYRI2","CYRIS","Cymopterus ripleyi Barneby var. saniculoides Barneby","","Apiaceae"
"DACA6","","Daucus carota L.","Queen Anne's lace","Apiaceae"
"DAPU3","","Daucus pusillus Michx.","American wild carrot","Apiaceae"
"DAUCU","","Daucus L.","wild carrot","Apiaceae"
"ERAL8","","Eryngium alismifolium Greene","Modoc eryngo","Apiaceae"
"ERAR11","","Eryngium aristulatum Jeps.","California eryngo","Apiaceae"
"ERAR12","","Eryngium armatum (S. Watson) J.M. Coult. & Rose","coastal eryngo","Apiaceae"
"ERAR14","","Eryngium articulatum Hook.","beethistle","Apiaceae"
"ERARA","","Eryngium aristulatum Jeps. var. aristulatum","California eryngo","Apiaceae"
"ERARH","","Eryngium aristulatum Jeps. var. hooveri Sheikh","Hoover's eryngo","Apiaceae"
"ERARP","","Eryngium aristulatum Jeps. var. parishii (J.M. Coult. & Rose) Mathias & Constance","Parish's eryngo","Apiaceae"
"ERARP","ERARP2","Eryngium aristulatum Jeps. ssp. parishii (J.M. Coult. & Rose) R.M. Beauch.","","Apiaceae"
"ERARP","ERPA33","Eryngium parishii J.M. Coult. & Rose","","Apiaceae"
"ERCA33","","Eryngium castrense Jeps.","Great Valley eryngo","Apiaceae"
"ERCA33","ERVAC","Eryngium vaseyi J.M. Coult. & Rose var. castrense (Jeps.) Hoover ex Mathias & Constance","","Apiaceae"
"ERCO39","","Eryngium constancei Sheikh","Loch Lomond eryngo","Apiaceae"
"ERJE2","","Eryngium jepsonii J.M. Coult. & Rose","Jepson's eryngo","Apiaceae"
"ERMA10","","Eryngium mathiasiae Sheikh","Mathias' eryngo","Apiaceae"
"ERPE19","","Eryngium pendletonensis K.L. Marsden & M.G. Simpson","Pendleton's eryngo","Apiaceae"
"ERPI4","","Eryngium pinnatisectum Jeps.","Tuolumne eryngo","Apiaceae"
"ERRA5","","Eryngium racemosum Jeps.","delta eryngo","Apiaceae"
"ERSP16","","Eryngium spinosepalum Mathias","spinysepal eryngo","Apiaceae"
"ERSP16","ERVAG","Eryngium vaseyi J.M. Coult. & Rose var. globosum Hoover ex Mathias & Constance","","Apiaceae"
"ERVA5","","Eryngium vaseyi J.M. Coult. & Rose","coyotethistle","Apiaceae"
"ERVA5","ERVAV2","Eryngium vaseyi J.M. Coult. & Rose var. vallicola (Jeps.) Munz","","Apiaceae"
"ERYNG","","Eryngium L.","eryngo","Apiaceae"
"FOENI","","Foeniculum Mill.","fennel","Apiaceae"
"FOVU","","Foeniculum vulgare Mill.","sweet fennel","Apiaceae"
"FOVU","FOFO","Foeniculum foeniculum (L.) Karst., nom. inval.","","Apiaceae"
"GLEHN","","Glehnia F. Schmidt ex Miq.","silvertop","Apiaceae"
"GLLI","","Glehnia littoralis F. Schmidt ex Miq.","American silvertop","Apiaceae"
"GLLIL","","Glehnia littoralis F. Schmidt ex Miq. ssp. leiocarpa (Mathias) Hultén","American silvertop","Apiaceae"
"GLLIL","CYLI14","Cymopterus littoralis auct. non A. Gray","","Apiaceae"
"GLLIL","GLLE5","Glehnia leiocarpa Mathias","","Apiaceae"
"GLLIL","GLLIL2","Glehnia littoralis F. Schmidt ex Miq. var. leiocarpa (Mathias) B. Boivin","","Apiaceae"
"HEMA80","","Heracleum maximum W. Bartram","common cowparsnip","Apiaceae"
"HEMA80","HELA4","Heracleum lanatum Michx.","","Apiaceae"
"HEMA80","HESPM","Heracleum sphondylium L. ssp. montanum (Schleich. ex Gaudin) Briq.","","Apiaceae"
"HEMA80","HESPL","Heracleum sphondylium L. var. lanatum (Michx.) Dorn","","Apiaceae"
"HERAC","","Heracleum L.","cowparsnip","Apiaceae"
"HYDRO2","","Hydrocotyle L.","hydrocotyle","Apiaceae"
"HYMO4","","Hydrocotyle moschata G. Forst.","musky marshpennywort","Apiaceae"
"HYPR10","","Hydrocotyle prolifera Kellogg","whorled marshpennywort","Apiaceae"
"HYPR10","HYAU2","Hydrocotyle australis J.M. Coult. & Rose","","Apiaceae"
"HYPR10","HYCA13","Hydrocotyle canbyi J.M. Coult. & Rose","","Apiaceae"
"HYPR10","HYVET","Hydrocotyle verticillata Thunb. var. triradiata (A. Rich.) Fernald","","Apiaceae"
"HYRA","","Hydrocotyle ranunculoides L. f.","floating marshpennywort","Apiaceae"
"HYSI","","Hydrocotyle sibthorpioides Lam.","lawn marshpennywort","Apiaceae"
"HYSI","HYRO4","Hydrocotyle rotundifolia Lam.","","Apiaceae"
"HYUM","","Hydrocotyle umbellata L.","manyflower marshpennywort","Apiaceae"
"HYVE2","","Hydrocotyle verticillata Thunb.","whorled marshpennywort","Apiaceae"
"HYVEV","","Hydrocotyle verticillata Thunb. var. verticillata","whorled marshpennywort","Apiaceae"
"LIAP","","Ligusticum apiifolium (Nutt. ex Torr. & A. Gray) A. Gray","celeryleaf licorice-root","Apiaceae"
"LICA","","Ligusticum californicum J.M. Coult. & Rose","California licorice-root","Apiaceae"
"LIGR","","Ligusticum grayi J.M. Coult. & Rose","Gray's licorice-root","Apiaceae"
"LIGUS","","Ligusticum L.","licorice-root","Apiaceae"
"LILAE2","","Lilaeopsis Greene","grasswort","Apiaceae"
"LIMA7","","Lilaeopsis masonii Mathias & Constance","mudflat quillplant","Apiaceae"
"LIOC","","Lilaeopsis occidentalis J.M. Coult. & Rose","western grasswort","Apiaceae"
"LOAU5","","Lomatium austiniae (J.M. Coult. & Rose) J.M. Coult. & Rose","Austin desertparsley","Apiaceae"
"LOAU5","LOPLA","Lomatium plummerae (J.M. Coult. & Rose) J.M. Coult. & Rose var. austiniae (J.M. Coult. & Rose) Mathias","","Apiaceae"
"LOAU5","LOPLS","Lomatium plummerae (J.M. Coult. & Rose) J.M. Coult. & Rose var. sonnei (J.M. Coult. & Rose) Jeps.","","Apiaceae"
"LOBI","","Lomatium bicolor (S. Watson) J.M. Coult. & Rose","Wasatch desertparsley","Apiaceae"
"LOBIL","","Lomatium bicolor (S. Watson) J.M. Coult. & Rose var. leptocarpum (Torr. & A. Gray) Schlessman","Wasatch desertparsley","Apiaceae"
"LOBIL","LOLE2","Lomatium leptocarpum (Torr. & A. Gray) J.M. Coult. & Rose","","Apiaceae"
"LOCA3","","Lomatium californicum (Nutt.) Mathias & Constance","California lomatium","Apiaceae"
"LOCA3","LECA15","Leptotaenia californica Nutt.","","Apiaceae"
"LOCA4","","Lomatium canbyi (J.M. Coult. & Rose) J.M. Coult. & Rose","Canby's biscuitroot","Apiaceae"
"LOCA4","PECA28","Peucedanum canbyi J.M. Coult. & Rose","","Apiaceae"
"LOCA5","","Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose","alkali desertparsley","Apiaceae"
"LOCAC","","Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose var. caruifolium","alkali desertparsley","Apiaceae"
"LOCAD","","Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose var. denticulatum (Jeps.) Jeps.","alkali desertparsley","Apiaceae"
"LOCAD","LEAN6","Leptotaenia anomala J.M. Coult. & Rose","","Apiaceae"
"LOCAD","LEHU3","Leptotaenia humilis J.M. Coult. & Rose","","Apiaceae"
"LOCAD","LOHU3","Lomatium humile (J.M. Coult. & Rose) Hoover ex Mathias & Constance","","Apiaceae"
"LOCI","","Lomatium ciliolatum Jeps.","Yolla Bolly biscuitroot","Apiaceae"
"LOCI","LOCIC2","Lomatium ciliolatum Jeps. var. ciliolatum","","Apiaceae"
"LOCO3","","Lomatium congdonii J.M. Coult. & Rose","Mariposa desertparsley","Apiaceae"
"LODA","","Lomatium dasycarpum (Torr. & A. Gray) J.M. Coult. & Rose","woollyfruit desertparsley","Apiaceae"
"LODAD","","Lomatium dasycarpum (Torr. & A. Gray) J.M. Coult. & Rose ssp. dasycarpum","woollyfruit desertparsley","Apiaceae"
"LODAT","","Lomatium dasycarpum (Torr. & A. Gray) J.M. Coult. & Rose ssp. tomentosum (Benth.) W.L. Theobald","woollyfruit desertparsley","Apiaceae"
"LODAT","LOTO6","Lomatium tomentosum (Benth.) J.M. Coult. & Rose","","Apiaceae"
"LODI","","Lomatium dissectum (Nutt.) Mathias & Constance","fernleaf biscuitroot","Apiaceae"
"LODID2","","Lomatium dissectum (Nutt.) Mathias & Constance var. dissectum","fernleaf biscuitroot","Apiaceae"
"LODID2","LEDI7","Leptotaenia dissecta Nutt.","","Apiaceae"
"LODIM","","Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum (Nutt.) Mathias & Constance","carrotleaf biscuitroot","Apiaceae"
"LODIM","LEMU5","Leptotaenia multifida Nutt.","","Apiaceae"
"LODIM","LODIE","Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist","","Apiaceae"
"LODO2","","Lomatium donnellii (J.M. Coult. & Rose) J.M. Coult. & Rose","Donnell's biscuitroot","Apiaceae"
"LODO2","LOPL","Lomatium plummerae (J.M. Coult. & Rose) J.M. Coult. & Rose","","Apiaceae"
"LOEN","","Lomatium engelmannii Mathias","Engelmann's desertparsley","Apiaceae"
"LOFO","","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose","desert biscuitroot","Apiaceae"
"LOFOF","","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. fimbriatum W.L. Theobald","desert biscuitroot","Apiaceae"
"LOFOF","LOFOF3","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. fimbriatum (W.L. Theobald) B. Boivin","","Apiaceae"
"LOFOI","","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. inyoense (Mathias & Constance ex Munz & Roos) W.L. Theobald","Inyo biscuitroot","Apiaceae"
"LOFOI","LOFOI2","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. inyoense (Mathias & Constance ex Munz & Roos) B. Boivin","","Apiaceae"
"LOFOI","LOIN7","Lomatium inyoense Mathias & Constance ex Munz & Roos","","Apiaceae"
"LOHE2","","Lomatium hendersonii (J.M. Coult. & Rose) J.M. Coult. & Rose","Henderson's biscuitroot","Apiaceae"
"LOHO","","Lomatium howellii (S. Watson) Jeps.","Howell's biscuitroot","Apiaceae"
"LOHO3","","Lomatium hooveri (Mathias & Constance) Constance & Ertter","Hoover's biscuitroot","Apiaceae"
"LOHO3","LOCIH","Lomatium ciliolatum Jeps. var. hooveri Mathias & Constance","","Apiaceae"
"LOIN2","","Lomatium insulare (Eastw.) Munz","San Nicholas biscuitroot","Apiaceae"
"LOLU","","Lomatium lucidum (Nutt. ex Torr. & A. Gray) Jeps.","shiny biscuitroot","Apiaceae"
"LOMA3","","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose","bigseed biscuitroot","Apiaceae"
"LOMA3","COMA12","Cogswellia macrocarpa (Nutt. ex Torr. & A. Gray) M.E. Jones","","Apiaceae"
"LOMA3","FEMA","Ferula macrocarpa Hook. & Arn.","","Apiaceae"
"LOMA3","LOMAA","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. artemisiarum Piper","","Apiaceae"
"LOMA3","LOMAE","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. ellipticum (Torr. & A. Gray) Jeps.","","Apiaceae"
"LOMA3","PEMA14","Peucedanum macrocarpum Nutt. ex Torr. & A. Gray","","Apiaceae"
"LOMA4","","Lomatium marginatum (Benth.) J.M. Coult. & Rose","butte desertparsley","Apiaceae"
"LOMA5","","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose","cascade desertparsley","Apiaceae"
"LOMA5","LOAN3","Lomatium angustatum (J.M. Coult. & Rose) H. St. John","","Apiaceae"
"LOMA5","LOANF","Lomatium angustatum (J.M. Coult. & Rose) H. St. John var. flavum G.N. Jones","","Apiaceae"
"LOMA5","LOMAA2","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose var. angustatum (J.M. Coult. & Rose) J.M. Coult. & Rose","","Apiaceae"
"LOMA5","LOMAF","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose var. flavum (G.N. Jones) Cronquist","","Apiaceae"
"LOMAM","","Lomatium marginatum (Benth.) J.M. Coult. & Rose var. marginatum","butte desertparsley","Apiaceae"
"LOMAM","COMA11","Cogswellia marginata (Benth.) M.E. Jones","","Apiaceae"
"LOMAP","","Lomatium marginatum (Benth.) J.M. Coult. & Rose var. purpureum Jeps.","butte desertparsley","Apiaceae"
"LOMAT","","Lomatium Raf.","desertparsley","Apiaceae"
"LOMO","","Lomatium mohavense (J.M. Coult. & Rose) J.M. Coult. & Rose","Mojave desertparsley","Apiaceae"
"LOMOL","","Lomatium mohavense (J.M. Coult. & Rose) J.M. Coult. & Rose ssp. longilobum W.L. Theobald","Mojave desertparsley","Apiaceae"
"LOMOM","","Lomatium mohavense (J.M. Coult. & Rose) J.M. Coult. & Rose ssp. mohavense","Mojave desertparsley","Apiaceae"
"LONE","","Lomatium nevadense (S. Watson) J.M. Coult. & Rose","Nevada biscuitroot","Apiaceae"
"LONEN","","Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. nevadense","Nevada biscuitroot","Apiaceae"
"LONEP","","Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. parishii (J.M. Coult. & Rose) Jeps.","Parish's biscuitroot","Apiaceae"
"LONEP","LONEP2","Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. pseudorientale (M.E. Jones) Munz","","Apiaceae"
"LONU2","","Lomatium nudicaule (Pursh) J.M. Coult. & Rose","barestem biscuitroot","Apiaceae"
"LONU2","CONU9","Cogswellia nudicaulis (Pursh) M.E. Jones","","Apiaceae"
"LOOB3","","Lomatium observatorium Constance & Ertter","Mt. Hamilton desertparsley","Apiaceae"
"LOPA","","Lomatium parryi (S. Watson) J.F. Macbr.","Utah desertparsley","Apiaceae"
"LOPA","ALPA15","Aletes parryi (S. Watson) W.A. Weber","","Apiaceae"
"LOPA2","","Lomatium parvifolium (Hook. & Arn.) Jeps.","coastal biscuitroot","Apiaceae"
"LOPA2","LOPAP","Lomatium parvifolium (Hook. & Arn.) Jeps. var. pallidum (J.M. Coult. & Rose) Jeps.","","Apiaceae"
"LOPE3","","Lomatium peckianum Mathias & Constance","Peck's desertparsley","Apiaceae"
"LOPI","","Lomatium piperi J.M. Coult. & Rose","Indian biscuitroot","Apiaceae"
"LORA","","Lomatium ravenii Mathias & Constance","Lassen parsley","Apiaceae"
"LORE2","","Lomatium repostum (Jeps.) Mathias","Napa biscuitroot","Apiaceae"
"LORI2","","Lomatium rigidum (M.E. Jones) Jeps.","Big Pine biscuitroot","Apiaceae"
"LOSH","","Lomatium shevockii R.L. Hartm. & Constance","Owens Peak desertparsley","Apiaceae"
"LOST5","","Lomatium stebbinsii Schlessman & Constance","Stebbins' desertparsley","Apiaceae"
"LOTO2","","Lomatium torreyi (J.M. Coult. & Rose) J.M. Coult. & Rose","Sierra biscuitroot","Apiaceae"
"LOTR","","Lomatium tracyi Mathias & Constance","Tracy's desertparsley","Apiaceae"
"LOTR2","","Lomatium triternatum (Pursh) J.M. Coult. & Rose","nineleaf biscuitroot","Apiaceae"
"LOTRM","","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. macrocarpum (J.M. Coult. & Rose) Mathias","nineleaf biscuitroot","Apiaceae"
"LOTRM","LOTRA2","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. alatum J.M. Coult. & Rose","","Apiaceae"
"LOTRT","","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. triternatum","nineleaf biscuitroot","Apiaceae"
"LOUT","","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose","common lomatium","Apiaceae"
"LOUT","LOVA3","Lomatium vaseyi (J.M. Coult. & Rose) J.M. Coult. & Rose","","Apiaceae"
"LOVA","","Lomatium vaginatum J.M. Coult. & Rose","broadsheath desertparsley","Apiaceae"
"LOVA","LOUTP","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. papillatum (L.F. Hend.) Mathias","","Apiaceae"
"OENAN","","Oenanthe L.","waterdropwort","Apiaceae"
"OEPI","","Oenanthe pimpinelloides L.","corkyfruit waterdropwort","Apiaceae"
